Title,Company,Location,Experience,PostDay,Desc
Data Scientist,P S International HR Consultants,Mumbai,0-7 Yrs,30+ Days Ago,Skills-Sets Required: . . PythonInsurance industry experience
Data Scientist III,Leading Client,Bengaluru,7-11 Yrs,18 Days Ago,JD :-We are planning to leverage Machine Learning and Artificial Intelligence services ...
Data Scientist,Leading client in Gaming industry,Bengaluru,4-9 Yrs,29 Days Ago,"4-8 years of experience in with Bachelors / Masters degree in Statistics, Applied mathe..."
Data Scientist / Data Analyst / Statistician / DOE,www.enovix.com,Hyderabad,10-20 Yrs,30+ Days Ago,Technical Degree (MS preferred) Minimum 6 years of experience in technology fields
Data Scientist and Analyst,Diverse Lynx,Pune,2-6 Yrs,30+ Days Ago,Maintain company master data per established data governance standards. Must Have Knowl...
Data Scientist,Agilite Global Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,20 Days Ago,"For any produced model, they must also be able to deploy the model in the cloud, with l..."
Data Scientist: Artificial Intelligence,IBM,Pune,5-7 Yrs,20 Days Ago,"Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ..."
Data Scientist: Artificial Intelligence,IBM,Hyderabad,3-7 Yrs,30+ Days Ago,"Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ..."
Data Scientist,Tiger Analytics,"Hybrid - Hyderabad, Bangalore Rural, Chennai",4-6 Yrs,26 Days Ago,"Data Scientist:4 -6 years of Relevant Data Science Experience, with demonstrated profic..."
Data Scientist,Expro Informatics India,Bengaluru,3-5 Yrs,21 Days Ago,Preferred candidate profile . .
Data Scientist,IBM,"Mumbai, Pune",8-13 Yrs,26 Days Ago,Required Technical and Professional Expertise . BTech (with 8+ years of relevant experi...
Data Scientist,Ericsson,Noida,3-7 Yrs,27 Days Ago,Analyze coordinate prioritize and optimize business requirements and map them to ach...
Data Scientist (Supply Chain Management/Operations),Genpact,Chennai,4-9 Yrs,27 Days Ago,"4B (1 FTE) Location Chennai, India Shift Timings The standard working hours will be eig..."
Data Scientist,Genpact,Hybrid - Chennai,3-7 Yrs,30+ Days Ago,"Bachelors degree in data science, engineering, supply chain management or a related fie..."
Data Scientist - CROCI Investment Strategy,Deutsche Bank,Mumbai,3-5 Yrs,30+ Days Ago,Your skills and experience. Bachelors/ Masters or international equivalent degree in En...
Data scientists,Mirafra,Bengaluru,3-12 Yrs,30+ Days Ago,Mirafra Software Technologies Pvt Ltd is looking for Data scientists Analyze large and...
Data Scientist,Adani Group,Mumbai,4-7 Yrs,27 Days Ago,"Understanding the business requirements preparing Scope documents, Functional specifica..."
Data Scientist,Tiger Analytics,Remote,4-7 Yrs,23 Days Ago,"Problem Solving: While technical proficiency in data manipulation, statistical modellin..."
Data Scientist-Generative AI - Chennai - 9+ yrs,Cognizant,Hybrid - Chennai,10-20 Yrs,25 Days Ago,"Experience in AI and machine learning, with a specific focus on Language Models (LLM) a..."
Data Scientist / Decision Scientist,Maruti Suzuki,Bengaluru,3-5 Yrs,30+ Days Ago,Hands on experience in unsupervised machine learning algorithmsWorking experience with ...
Data Scientist,Tiger Analytics,"Hyderabad, Chennai, Bengaluru",4-7 Yrs,26 Days Ago,"A passion for writing high-quality code (Python) and the code should be modular, scalab..."
Data Scientist - Only Ahmedabad based candidates,Kevin Process Technologies,Ahmedabad,3-8 Yrs,10 Days Ago,Job Description: 1. Collecting machine data to all our group companies 2. Collecting da...
NLP Data Scientist - Real World Data (RWD),Agilite Global Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-8 Yrs,30+ Days Ago,"Experience working with the AWS cloud environment and large databases (e.g., AWS Redshi..."
Data Scientist: Artificial Intelligence,IBM,Hyderabad,5-7 Yrs,27 Days Ago,"Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ..."
Data Scientist: Artificial Intelligence,IBM,Hyderabad,5-7 Yrs,30+ Days Ago,"Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ..."
Data Scientist,ITC Infotech,Bengaluru,3-7 Yrs,30+ Days Ago,"Leading a team of data engineers and data scientists to design, develop, and implement..."
Data Scientists - NLP,Ford,Chennai,1-4 Yrs,30+ Days Ago,"The minimum requirements we seek: Bachelor s degree in Statistics, Data Science, Comput..."
Data Scientist (neo4j graphdb and cypher queries ),Essenware,"Warangal, Hyderabad, Nizamabad",2-6 Yrs,30+ Days Ago,. Data scientist(5Y) with proficiency in neo4j graphdb and cypher queries . Working Exp...
Data Scientist,Ericsson,Noida,5-15 Yrs,30+ Days Ago,"Familiarity with GCP, Real time data ingestion . Propose data science solutions, EDA, M..."
Data Scientist,Agiletech Info Solutions,Chennai,3-8 Yrs,30+ Days Ago,"Skills Needed 4+ years of industrial experience in predictive modeling and analysis, pr..."
Data Scientist,Siemens,Pune,6-9 Yrs,30+ Days Ago,". You should be a Seasoned machine learning and data mining enthusiast, proficient in a..."
Data Scientist,Siemens,Gurugram,2-6 Yrs,30+ Days Ago,"**Requirements:*. - Bachelors or Masters degree in Computer Science, Statistics, Data S..."
Data Scientist - Machine Learning,Rpa Infotech,Gurugram,2-7 Yrs,30+ Days Ago,"Bachelor or masters degree in Engineering, Computer Science, Operational Research, Stat..."
Data Scientist,EA Games (Electronic Arts),Hyderabad,3-8 Yrs,30+ Days Ago,"You will work with product managers, game teams, scrum masters, architects, tech leads,..."
Data Scientist,Tata Nexarc,"Mumbai, Pune",3-6 Yrs,30+ Days Ago,Tata Business Hub is looking for a competent Data Scientist who will be responsible for...
Data Scientist,Ericsson,Chennai,3-7 Yrs,30+ Days Ago,"Requirements . PhD in Statistics, Computer Science, Mathematics, or a related field (or..."
Data Scientist,Innovaccer,Noida,4-9 Yrs,30+ Days Ago,We are looking for a skilled and curious Data Scientist with industry experience in app...
Data Scientist,Essenware,Hyderabad,5-6 Yrs,30+ Days Ago,More than 5 years of experience working in Power BI developement projects. Hands on exp...
Data Scientist,Ericsson,Noida,3-7 Yrs,30+ Days Ago,- Implement technical requirements by analyzing and optimizing their needs while ma...
Data Scientist,Orange Business Services,Gurugram,2-7 Yrs,30+ Days Ago,Engage with different Function within OBS in designing solutions which will deliver r...
Data Scientist: Artificial Intelligence,IBM,Gurugram,3-7 Yrs,30+ Days Ago,"As a Data Scientist at IBM, you will help transform our clients' data into tangible bus..."
Data Scientist,Times Internet,Noida,3-8 Yrs,30+ Days Ago,". Bachelors or Masters degree in computer science, statistics, mathematics, or a relate..."
Data Scientist,Myntra,Bengaluru,2-4 Yrs,30+ Days Ago,"masters / PhD in Computer Science, Mathematics, Statistics / related fields or 1+ years..."
Statistical Data Scientist,Pfizer,Chennai,4-7 Yrs,30+ Days Ago,"Hands on programming role, supporting deliverables in the  study / project / portfol..."
Data Scientist,Ericsson,Noida,3-7 Yrs,30+ Days Ago,. Bachelors with 5+years experience in data Science . Good Experience in Developing Mod...
Data Scientist,Ericsson,Noida,3-7 Yrs,30+ Days Ago,"The skills you bring: . - Model Development such as Machine learning, NLP, Computer Vis..."
Data Scientist,Essenware,Chennai,2-6 Yrs,30+ Days Ago,Experience in web scraping using python . Experience with R programming . Experience wi...
Data Scientist,Ericsson,Gurugram,8-13 Yrs,30+ Days Ago,The skills you bring: . Education qualification -Graduation Full Time . Must have hands...
Data Scientist,Ericsson,Noida,3-7 Yrs,30+ Days Ago,"- Analyze, coordinate, prioritize, and optimize business requirements, and map them ..."
Data Scientist,Subhag Healthtech,Bengaluru,5-7 Yrs,30+ Days Ago,"Create, analyze and maintain explanatory / predictive Data Science models using healthc..."
ML Engineer / Data Scientist,Spotflock Technologies,Rangareddy,2-4 Yrs,30+ Days Ago,Spotflock Technologies Pvt. Ltd. is looking for ML Engineer / Data Scientist to join ou...
Machine Learning Engineer and Data Scientist,Xcellence It,Surat,2-6 Yrs,30+ Days Ago,"Bachelor s or Master s degree in Computer Science, Machine Learning, Artificial Intelli..."
Data Scientist / Data Engineer,TESTQ,Pune,2-4 Yrs,30+ Days Ago,"Connect to various databases and APIs to fetch, manipulate and store data as required"
Machine Learning Engineer/Data Scientist,Innowise,Pune,2 Yrs,30+ Days Ago,Very strong willingness and ability to learn autonomously and together with the team (e...
ML Engineer / Data Scientist,Spotflock Technologies,"New Delhi, Hyderabad",5-10 Yrs,30+ Days Ago,Job Description    We are looking for an expert in machine learning to help us extra...
Data Scientist,ATop Consultants,"Mumbai, Thane, Mumbai (All Areas)",6-11 Yrs,13 Days Ago,Able to understand the business requirement and translate them into algorithm
Data Scientist (3 To 5 years) - Trivandrum,Stepping Stone Consultancy,Thiruvananthapuram,3-5 Yrs,13 Days Ago,Interested candidates please share your resume at jobs5.steppingstone@gmail.com OR +91 ...
Data Scientist,Paypal,Chennai,5-7 Yrs,24 Days Ago,"bachelors / masters degree in a quantitative field (such as Analytics, Statistics, Math..."
Data Scientist 3,Paypal,Chennai,10-20 Yrs,27 Days Ago,"At least 10 years of experience analyzing large, multi-dimensional data sets and synthe..."
Data Scientist,DUN &amp;amp; BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,Chennai,1-4 Yrs,21 Days Ago,Experience in design and development of Fraud models is desirablePreferred Skills with ...
Product Data Scientist,Paypal,Chennai,4-9 Yrs,23 Days Ago,Joining PayPals Onboarding and Early Life Engagement team offers a unique opportunity...
Immediate Hiring For- Data Scientist,MD India Health Insurance TPA Pvt Ltd,Pune,4-6 Yrs,24 Days Ago,"Type - On site, Full TimeExperience - 4 to 6 yrs. Proven experience as a Data Scientist..."
Data Scientist,Paypal,Chennai,5-10 Yrs,25 Days Ago,". Strong educational background with a bachelors / masters degree in Computer Science, ..."
Data Scientist,SAP,Gurugram,4-8 Yrs,28 Days Ago,You will work on multiple topics and technologies with adequate enablement. What you br...
Data Scientist -I,1mg,Hybrid - Gurugram,1-3 Yrs,18 Days Ago,What we are looking for: . 2-5 years of working experience in Data Science Experience i...
Data Scientist,Crisil,"Mumbai, Pune",8-12 Yrs,30+ Days Ago,". A bachelors or masters degree in computer science, statistics, mathematics, engineeri..."
Data Scientist,Kla Tencor,Chennai,4-8 Yrs,30+ Days Ago,"Skills and Qualifications: . bachelors degree (or equivalent) in computer science, stat..."
Data Scientist,Photon,Chennai,4-8 Yrs,30+ Days Ago,"Bachelor s or Master of Science Degree in Computer Science, or related field Required 5..."
Data Scientist,Crisil,"Mumbai, Pune",3-6 Yrs,30+ Days Ago,". A bachelors or masters degree in computer science, statistics, mathematics, engineeri..."
Data Engineer & Data Scientist,Fusion Plus Solutions Inc,Hyderabad,2-6 Yrs,30+ Days Ago,Good knowledge in Deep learning and NLP on Client algorithms and their usage Working ex...
Data Scientist (Credit Risk),PayU India,"Mumbai, Gurugram",2-6 Yrs,30+ Days Ago,"A degree in Statistics, Computer Science, Mathematics or other similar quantitative fie..."
Data Scientist,Norstella,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,21 Days Ago,"For any produced model, they must also be able to deploy the model in the cloud, with l..."
Data Scientist,Agilite Global Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,27 Days Ago,They should be able to identify opportunities for data science models which could be pr...
NLP Data Scientist AI Real World Data (RWD),Norstella,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,21 Days Ago,We are seeking a skilled NLP data scientist with a focus on language models to join o...
Data Scientist with LLM Background,Rarr Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,24 Days Ago,Position Overview: We are looking for three skilled Data Scientists with experience in ...
Data Scientist,Codvo,"Mumbai, Delhi / NCR, Bengaluru",2-5 Yrs,28 Days Ago,Working with Azure Databricks platform is preferred) . Advanced knowledge in handling T...
Data Scientist,Superior Electric Machines,"Mumbai, Gurugram, Bengaluru",10-12 Yrs,30+ Days Ago,Proven experience in leading and managing managers and a demonstrated ability to foster...
Data Scientist,Spearhead,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,30+ Days Ago,"Required Skills and Experience: . Bachelordegree in computer science, mathematics, stat..."
Data Scientist,Futurism Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,30+ Days Ago,Experience in data architecture and advanced machine learning and Deep learning techniq...
Data Scientist,Preceptors IT and Business Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,30+ Days Ago,Preceptors IT and Business Solutions is looking for Data Scientist to join our dynamic ...
Data Scientist,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,30+ Days Ago,Response Informatics is looking for Data Scientist to join our dynamic team and embark ...
Data Scientist,Superior Electric Machines,"Mumbai, Chennai, Bengaluru",9-14 Yrs,19 Days Ago,Experience creating and using advanced machine learning algorithms and statistics: regr...
Data Scientist - SageMaker,Winning Edge,"Bengaluru, Karnataka",5-9 Yrs,24 Days Ago,"Required/Proven experience with the following:o Designing, developing, and researching ..."
Data Scientist,Microsoft,Bengaluru,4-7 Yrs,25 Days Ago,". Bachelors Degree in Computer Science, Math, Software Engineering, Computer Engineerin..."
Data scientist,Soho Dragon,Bengaluru,4-11 Yrs,25 Days Ago,Collaborate with cross-functional teams to identify opportunities for AI and Data to...
Data Scientist (Time series Forecasting),Evnek,"Mumbai, Delhi / NCR, Bengaluru",4-6 Yrs,28 Days Ago,"Proven experience with time series forecasting techniques (ARIMA, Prophet, LSTM, etc.)...."
Data Scientist,Dsights Consultancy Services,Bengaluru,2-4 Yrs,30 Days Ago,"Bachelors or masters degree in economics, Computer Science, Statistics, Mathematics, or..."
Data Scientist,S&P Global Market Intelligence,"Hybrid - Gurugram, Bengaluru",3-6 Yrs,30+ Days Ago,"ResponsibilitiesDevelop models, algorithms and data pipelines that leverage wealth of S..."
Data Scientist - LLM,Course5 Intelligence,"Gurugram, Bengaluru, Mumbai (All Areas)",3-7 Yrs,26 Days Ago,"Bachelors or Master s degree in a relevant field such as Computer Science, Data Science..."
Data Scientist,Emmes,Bengaluru,3-8 Yrs,30+ Days Ago,"3 to 8 years of experience as a Data Scientist or similar role, with a strong focus on ..."
Data Scientist,Vayuz Technologies,Bengaluru,4-8 Yrs,19 Days Ago,Proficient in Machine Learning / Deep Learning / Natural Language Processing / Image pr...
Data Scientist - Marketing and data analytics,Vayuz Technologies,Bengaluru,5-7 Yrs,19 Days Ago,"Masters in Statistics, Data Science, or related field/ MBA in Marketing with provenLeve..."
Data scientist - Rental Operations (REN00414),Pretium Partners,Bengaluru,2-4 Yrs,19 Days Ago,"Bachelor s Degree required in a mathematics-based discipline such as Engineering, Mathe..."
Data Scientist,Winning Edge,Bengaluru,7-10 Yrs,20 Days Ago,"*Bachelor & degree or higher in Computer Science, Statistics, Mathematics, Engineering,..."
Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,Bengaluru,3-8 Yrs,21 Days Ago,Guide junior / intern data scientistsBachelor s or Master s degree in Computer Science ...
